Transect,collect_period,Measurement,Depth_Measurement,Braking,Inner width ,Outer width ,Trail characteristics  ,Corner (if applicable),Type of Turn,Going into Turn ,Notes,,,
44,,140,73,1,146-193,123-216,,,,,,,,
44,,150,77,1,146-193,123-216,,,,,,,,
44,,160,78,1,146-193,123-216,,,,,,,,
44,,170,78,1,146-193,123-216,,,,,,,,
44,,180,79,1,146-193,123-216,,,,,,,,
44,,190,78,1,146-193,123-216,,,,,,,,
44,,200,79,1,146-193,123-216,,,,,,,,
44,,210,82,1,146-193,123-216,,,,,,,,
44,,220,83,1,146-193,123-216,,,,,,,,
44,,230,84,1,146-193,123-216,,,,,,,,
44,,240,88,1,146-193,123-216,,,,,,,,
44,,250,92,1,146-193,123-216,,,,,,,,
44,,260,93,1,146-193,123-216,,,,,,,,
44,,270,93,1,146-193,123-216,,,,,,,,
44,,280,98,1,146-193,123-216,,,,,,,,
44,,290,97,1,146-193,123-216,,,,,,,,
44,,300,100,1,146-193,123-216,,,,,,,,
44,,310,109,1,146-193,123-216,,,,,,,,
44,,320,109,1,146-193,123-216,,,,,,,,
44,,330,114,1,146-193,123-216,,,,,,,,
44,,340,120,1,146-193,123-216,,,,,,,,
44,,350,123,1,146-193,123-216,,,,,,,,
44,,360,125,1,146-193,123-216,,,,,,,,
44,,370,128,1,146-193,123-216,,,,,,,,
45,5-Oct-24,10,5,0,120-174,73-201,30R/15L/55S,,,,,,,
45,,20,8,0,,73-201,30R/15L/55S,,,,,,,
45,,30,10,0,,73-201,30R/15L/55S,,,,,,,
45,,40,20,0,,,30R/15L/55S,,,,,,,
45,,50,33,0,,,30R/15L/55S,,,,,,,
45,,60,38,0,,,30R/15L/55S,,,,,,,
45,,70,45,0,,,30R/15L/55S,,,,,,,
45,,80,50,0,,,30R/15L/55S,,,,,,,
45,,90,53,0,,,30R/15L/55S,,,,,,,
45,,100,58,0,,,30R/15L/55S,,,,,,,
45,,110,60,0,,,30R/15L/55S,,,,,,,
45,,120,67,0,,,30R/15L/55S,,,,,,,
45,,130,57,0,,,30R/15L/55S,,,,,,,
45,,140,69,0,,,30R/15L/55S,,,,,,,
45,,150,70,0,,,30R/15L/55S,,,,,,,
45,,160,71,0,,,30R/15L/55S,,,,,,,
45,,170,72,0,,,30R/15L/55S,,,,,,,
45,,180,72,0,,,30R/15L/55S,,,,,,,
45,,190,72,0,,,30R/15L/55S,,,,,,,
45,,200,72,0,,,30R/15L/55S,,,,,,,
45,,210,72,0,,,30R/15L/55S,,,,,,,
45,,220,72,0,,,30R/15L/55S,,,,,,,
45,,230,69,0,,,30R/15L/55S,,,,,,,
45,,240,72,0,,,30R/15L/55S,,,,,,,
45,,250,74,0,,,30R/15L/55S,,,,,,,
45,,260,76,0,,,30R/15L/55S,,,,,,,
45,,270,76,0,,,30R/15L/55S,,,,,,,
45,,280,79,0,,,30R/15L/55S,,,,,,,
45,,290,81,0,,,30R/15L/55S,,,,,,,
45,,300,90,0,,,30R/15L/55S,,,,,,,
45,,310,91,0,,,30R/15L/55S,,,,,,,
45,,320,90,0,,,30R/15L/55S,,,,,,,
45,,330,96,0,,,30R/15L/55S,,,,,,,
45,,340,92,0,,,30R/15L/55S,,,,,,,
45,,350,98,0,,,30R/15L/55S,,,,,,,
46,5-Oct-24,10,6,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,20,9,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,30,21,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,40,28,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,50,35,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,60,40,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,70,47,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,80,52,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,90,57,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,100,62,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,110,65,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,120,67,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,130,69,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,140,71,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,150,72,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,160,73,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,170,74,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,180,75,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,190,74,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,200,75,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,210,76,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,220,77,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,230,77,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,240,77,4,105-142,80-170,15R/40L/45S,,,,,,,
46,,10,5,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,20,8,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,30,21,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,40,28,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,50,35,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,60,40,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,70,46,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,80,53,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,90,56,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,100,61,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,110,64,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,120,66,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,130,68,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,140,70,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,150,72,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,160,73,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,170,73,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,180,73,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,190,73,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,200,75,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,210,75,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,220,76,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,230,77,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,240,78,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,250,78,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,260,80,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,270,81,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,280,81,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,290,83,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,300,85,1,173-223,129-250,30L/20R/50S,,,,,,,
46,,310,84,1,173-223,129-250,30L/20R/50S,,,,,,,
47,5-Oct-24,10,3,4,105-142,80-170,15R/40L/45S,,,,Moutian lueral pushing against tape making number screw possibly ,,,
47,,20,5,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,30,10,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,40,13,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,50,15,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,60,20,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,70,24,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,80,29,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,90,33,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,100,36,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,110,39,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,120,41,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,130,42,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,140,41,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,150,40,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,160,39,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,170,39,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,180,40,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,190,42,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,200,42,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,210,43,4,105-142,80-170,15R/40L/45S,,,,,,,
47,,220,42,4,105-142,80-170,15R/40L/45S,,,,,,,
48,5-Oct-24,10,4,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,20,4,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,30,5,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,40,2,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,50,7,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,60,27,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,70,33,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,80,36,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,90,37,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,100,40,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,110,42,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,120,45,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,130,46,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,140,46,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,150,47,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,160,48,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,170,47,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,180,46,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,190,45,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,200,45,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,210,46,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,220,46,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,230,48,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,240,48,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,250,48,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,260,51,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,270,52,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,280,53,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,290,55,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,300,57,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,310,58,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,320,60,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,330,63,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,340,64,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,350,65,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,360,67,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,370,69,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,380,70,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,390,70,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,400,70,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,410,70,2,130-173,107-205,20R/5L/75S,,,,,,,
48,,420,71,2,130-173,107-205,20R/5L/75S,,,,,,,
49,14-Oct-24,10,4,4,264-303,235-330,20R/5L/75S,,,,,,,
49,,20,6,4,264-304,235-331,20R/5L/75S,,,,,,,
49,,30,8,4,264-305,235-332,20R/5L/75S,,,,,,,
49,,40,10,4,264-306,235-333,20R/5L/75S,,,,,,,
49,,50,13,4,264-307,235-334,20R/5L/75S,,,,,,,
49,,60,17,4,264-308,235-335,20R/5L/75S,,,,,,,
49,,70,19,4,264-309,235-336,20R/5L/75S,,,,,,,
49,,80,20,4,264-310,235-337,20R/5L/75S,,,,,,,
49,,90,22,4,264-311,235-338,20R/5L/75S,,,,,,,
49,,100,23,4,264-312,235-339,20R/5L/75S,,,,,,,
49,,110,23,4,264-313,235-340,20R/5L/75S,,,,,,,
49,,120,22,4,264-314,235-341,20R/5L/75S,,,,,,,
49,,130,22,4,264-315,235-342,20R/5L/75S,,,,,,,
49,,140,21,4,264-316,235-343,20R/5L/75S,,,,,,,
49,,150,21,4,264-317,235-344,20R/5L/75S,,,,,,,
49,,160,22,4,264-318,235-345,20R/5L/75S,,,,,,,
49,,170,23,4,264-319,235-346,20R/5L/75S,,,,,,,
49,,180,24,4,264-320,235-347,20R/5L/75S,,,,,,,
49,,190,28,4,264-321,235-348,20R/5L/75S,,,,,,,
49,,200,30,4,264-322,235-349,20R/5L/75S,,,,,,,
49,,210,32,4,264-323,235-350,20R/5L/75S,,,,,,,
49,,220,35,4,264-324,235-351,20R/5L/75S,,,,,,,
49,,230,41,4,264-325,235-352,20R/5L/75S,,,,,,,
49,,240,46,4,264-326,235-353,20R/5L/75S,,,,,,,
49,,250,54,4,264-327,235-354,20R/5L/75S,,,,,,,
49,,260,61,4,264-328,235-355,20R/5L/75S,,,,,,,
49,,270,63,4,264-329,235-356,20R/5L/75S,,,,,,,
49,,280,64,4,264-330,235-357,20R/5L/75S,,,,,,,
49,,290,62,4,264-331,235-358,20R/5L/75S,,,,,,,
49,,300,61,4,264-332,235-359,20R/5L/75S,,,,,,,
49,,310,58,4,264-333,235-360,20R/5L/75S,,,,,,,
49,,320,55,4,264-334,235-361,20R/5L/75S,,,,,,,
49,,330,53,4,264-335,235-362,20R/5L/75S,,,,,,,
49,,340,53,4,264-336,235-363,20R/5L/75S,,,,,,,
49,,350,52,4,264-337,235-364,20R/5L/75S,,,,,,,
49,,360,51,4,264-338,235-365,20R/5L/75S,,,,,,,
49,,370,53,4,264-339,235-366,20R/5L/75S,,,,,,,
49,,380,54,4,264-340,235-367,20R/5L/75S,,,,,,,
49,,390,57,4,264-341,235-368,20R/5L/75S,,,,,,,
49,,400,61,4,264-342,235-369,20R/5L/75S,,,,,,,
49,,410,62,4,264-343,235-370,20R/5L/75S,,,,,,,
49,,420,65,4,264-344,235-371,20R/5L/75S,,,,,,,
49,,430,64,4,264-345,235-372,20R/5L/75S,,,,,,,
49,,440,65,4,264-346,235-373,20R/5L/75S,,,,,,,
49,,450,66,4,264-347,235-374,20R/5L/75S,,,,,,,
49,,460,68,4,264-348,235-375,20R/5L/75S,,,,,,,
49,,470,67,4,264-349,235-376,20R/5L/75S,,,,,,,
49,,480,70,4,264-350,235-377,20R/5L/75S,,,,,,,
49,,490,70,4,264-351,235-378,20R/5L/75S,,,,,,,
49,,500,72,4,264-352,235-379,20R/5L/75S,,,,,,,
49,,510,77,4,264-353,235-380,20R/5L/75S,,,,,,,
49,,520,75,4,264-354,235-381,20R/5L/75S,,,,,,,
49,,530,75,4,264-355,235-382,20R/5L/75S,,,,,,,
49,,540,77,4,264-356,235-383,20R/5L/75S,,,,,,,
49,,550,86,4,264-357,235-384,20R/5L/75S,,,,,,,
49,,560,89,4,264-358,235-385,20R/5L/75S,,,,,,,
49,,570,92,4,264-359,235-386,20R/5L/75S,,,,,,,
49,,580,92,4,264-360,235-387,20R/5L/75S,,,,,,,
49,,590,95,4,264-361,235-388,20R/5L/75S,,,,,,,
49,,600,99,4,264-362,235-389,20R/5L/75S,,,,,,,
50,14-Oct-24,10,6,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,20,8,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,30,10,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,40,12,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,50,16,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,60,25,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,70,33,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,80,38,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,90,43,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,100,46,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,110,48,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,120,47,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,130,50,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,140,50,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,150,53,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,160,55,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,170,53,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,180,54,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,190,53,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,200,52,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,210,51,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,220,48,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,230,46,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,240,45,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,250,45,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,260,44,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,270,45,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,280,45,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,290,47,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,300,48,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,310,52,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,320,53,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,330,55,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,340,60,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,350,61,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,360,63,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,370,65,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,380,67,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,390,67,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,400,66,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,410,65,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,420,67,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,430,69,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,440,70,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,450,71,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,460,76,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,470,76,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,480,79,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
50,,490,80,3,160-200,129-233,30R/25L/45S,Corner ,1,1,,,,
51,2.6.25,,,,,,,,,,Missing confirmed 4.6.25,,,
52,15-Apr-25,10,46,2,104-146,88-188,R25/RO5/L25/45S,Yes,2,2,,,,
52,,10,46,2,104-146,88-188,R25/RO5/L25/45S,Yes,2,2,,,,
52,,20,47,,,,,,,,,,,
52,,30,44,,,,,,,,,,,
52,,40,40,,,,,,,,,,,
52,,50,36,,,,,,,,,,,
52,,60,35,,,,,,,,,,,
52,,70,34,,,,,,,,,,,
52,,80,34,,,,,,,,,,,
52,,90,38,,,,,,,,,,,
52,,100,45,,,,,,,,,,,
52,,110,53,,,,,,,,,,,
52,,120,57,,,,,,,,,,,
52,,130,60,,,,,,,,,,,
52,,140,64,,,,,,,,,,,
52,,150,66,,,,,,,,,,,
52,,160,69,,,,,,,,,,,
52,,170,71,,,,,,,,,,,
52,,180,74,,,,,,,,,,,
52,,190,75,,,,,,,,,,,
52,,200,77,,,,,,,,,,,
52,,210,79,,,,,,,,,,,
52,,220,82,,,,,,,,,,,
52,,230,85,,,,,,,,,,,
52,,240,85,,,,,,,,,,,
52,,250,86,,,,,,,,,,,
52,,260,89,,,,,,,,,,,
52,,270,88,,,,,,,,,,,
52,,280,89,,,,,,,,,,,
52,,290,88,,,,,,,,,,,
52,,300,87,,,,,,,,,,,
52,,310,87,,,,,,,,,,,
52,,320,86,,,,,,,,,,,
52,,330,83,,,,,,,,,,,
52,,340,81,,,,,,,,,,,
52,,350,77,,,,,,,,,,,
52,,360,75,,,,,,,,,,,
52,,370,68,,,,,,,,,,,
52,,380,56,,,,,,,,,,,
52,,390,51,,,,,,,,,,,
52,,400,44,,,,,,,,,,,
52,,410,40,,,,,,,,,,,
52,,420,38,,,,,,,,,,,
52,,430,35,,,,,,,,,,,
52,,440,30,,,,,,,,,,,
52,,450,29,,,,,,,,,,,
53,14-Oct-24,10,5,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,20,7,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,30,9,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,40,14,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,50,18,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,60,21,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,70,27,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,80,30,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,90,33,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,100,32,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,110,38,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,120,40,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,130,41,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,140,44,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,150,44,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,160,47,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,170,49,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,180,50,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,190,51,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,200,53,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,210,53,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,220,53,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,230,52,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,240,52,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,250,51,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,260,51,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,270,53,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,280,54,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,290,57,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,300,56,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,310,57,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,320,58,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,330,57,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,340,59,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
53,,350,59,2,170-223,140-252,15RO/20R/30L/40S,,,,,,,
54,15-Apr-25,10,4,1,188-230,157-260,R25/L25/S50,,,,,,,
54,,20,6,,,,,,,,,,,
54,,30,8,,,,,,,,,,,
54,,40,12,,,,,,,,,,,
54,,50,16,,,,,,,,,,,
54,,60,21,,,,,,,,,,,
54,,70,27,,,,,,,,,,,
54,,80,32,,,,,,,,,,,
54,,90,34,,,,,,,,,,,
54,,100,35,,,,,,,,,,,
54,,110,37,,,,,,,,,,,
54,,120,40,,,,,,,,,,,
54,,130,39,,,,,,,,,,,
54,,140,41,,,,,,,,,,,
54,,150,42,,,,,,,,,,,
54,,160,42,,,,,,,,,,,
54,,170,44,,,,,,,,,,,
54,,180,47,,,,,,,,,,,
54,,190,48,,,,,,,,,,,
54,,200,49,,,,,,,,,,,
54,,210,50,,,,,,,,,,,
54,,220,50,,,,,,,,,,,
54,,230,50,,,,,,,,,,,
54,,240,49,,,,,,,,,,,
54,,250,49,,,,,,,,,,,
54,,260,49,,,,,,,,,,,
54,,270,48,,,,,,,,,,,
54,,280,50,,,,,,,,,,,
54,,290,52,,,,,,,,,,,
54,,300,52,,,,,,,,,,,
54,,310,53,,,,,,,,,,,
54,,320,55,,,,,,,,,,,
54,,330,58,,,,,,,,,,,
54,,340,5,,,,,,,,,,,
54,,350,61,,,,,,,,,,,
54,,360,66,,,,,,,,,,,
54,,370,67,,,,,,,,,,,
54,,380,67,,,,,,,,,,,
54,,390,72,,,,,,,,,,,
54,,400,74,,,,,,,,,,,
55,2-Mar-25,10,47,2,126-196,97-220,RO20/L30/S50,Yes,2,3,Has two screws ,,,
55,Winter,20,46,2,126-196,97-220,RO20/L30/S51,Yes,2,3,,,,
55,Winter,30,44,2,126-196,97-220,RO20/L30/S52,Yes,2,3,,,,
55,Winter,40,42,2,126-196,97-220,RO20/L30/S53,Yes,2,3,,,,
55,Winter,50,35,2,126-196,97-220,RO20/L30/S54,Yes,2,3,,,,
55,Winter,60,30,2,126-196,97-220,RO20/L30/S55,Yes,2,3,,,,
55,Winter,70,27,2,126-196,97-220,RO20/L30/S56,Yes,2,3,,,,
55,Winter,80,27,2,126-196,97-220,RO20/L30/S57,Yes,2,3,,,,
55,Winter,90,24,2,126-196,97-220,RO20/L30/S58,Yes,2,3,,,,
55,Winter,100,25,2,126-196,97-220,RO20/L30/S59,Yes,2,3,,,,
55,Winter,110,26,2,126-196,97-220,RO20/L30/S60,Yes,2,3,,,,
55,Winter,120,29,2,126-196,97-220,RO20/L30/S61,Yes,2,3,,,,
55,Winter,130,30,2,126-196,97-220,RO20/L30/S62,Yes,2,3,,,,
55,Winter,140,39,2,126-196,97-220,RO20/L30/S63,Yes,2,3,,,,
55,Winter,150,45,2,126-196,97-220,RO20/L30/S64,Yes,2,3,,,,
55,Winter,160,51,2,126-196,97-220,RO20/L30/S65,Yes,2,3,,,,
55,Winter,170,56,2,126-196,97-220,RO20/L30/S66,Yes,2,3,,,,
55,Winter,180,57,2,126-196,97-220,RO20/L30/S67,Yes,2,3,,,,
55,Winter,190,59,2,126-196,97-220,RO20/L30/S68,Yes,2,3,,,,
55,Winter,200,62,2,126-196,97-220,RO20/L30/S69,Yes,2,3,,,,
55,Winter,210,65,2,126-196,97-220,RO20/L30/S70,Yes,2,3,,,,
55,Winter,220,67,2,126-196,97-220,RO20/L30/S71,Yes,2,3,,,,
55,Winter,230,69,2,126-196,97-220,RO20/L30/S72,Yes,2,3,,,,
55,Winter,240,68,2,126-196,97-220,RO20/L30/S73,Yes,2,3,,,,
55,Winter,250,69,2,126-196,97-220,RO20/L30/S74,Yes,2,3,,,,
55,Winter,260,69,2,126-196,97-220,RO20/L30/S75,Yes,2,3,,,,
55,Winter,270,68,2,126-196,97-220,RO20/L30/S76,Yes,2,3,,,,
55,Winter,280,63,2,126-196,97-220,RO20/L30/S77,Yes,2,3,,,,
55,Winter,290,60,2,126-196,97-220,RO20/L30/S78,Yes,2,3,,,,
55,Winter,300,54,2,126-196,97-220,RO20/L30/S79,Yes,2,3,,,,
55,Winter,310,52,2,126-196,97-220,RO20/L30/S80,Yes,2,3,,,,
55,Winter,320,45,2,126-196,97-220,RO20/L30/S81,Yes,2,3,,,,
57,2-Mar-25,10,6,2,180-248,157-279,35L/10R/55S,,,,Tape was floppy so not tight,,,
57,,20,10,2,,,35L/10R/55S,,,,,,,
57,,30,16,2,,,35L/10R/55S,,,,,,,
57,,40,20,2,,,35L/10R/55S,,,,,,,
57,,50,29,2,,,35L/10R/55S,,,,,,,
